ProjectDescriptionID,catchRawID,trapVisitID,commonName,releaseID,atCaptureRun,fishOrigin,lifeStage,forkLength,totalLength,n,visitTime,visitType,siteName,subSiteName,finalRun,actualCount
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,70,NA,1,2002-05-08T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,71,NA,1,2002-05-08T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,75,NA,1,2002-05-08T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,76,NA,1,2002-05-08T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,77,NA,1,2002-05-08T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,80,NA,1,2002-05-08T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,0,NA,5,2002-05-08T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,0,NA,42,2002-05-08T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,37,NA,1,2002-05-08T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,45,NA,1,2002-05-08T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,50,NA,1,2002-05-08T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,52,NA,2,2002-05-08T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,56,NA,4,2002-05-08T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,58,NA,5,2002-05-08T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,59,NA,2,2002-05-08T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,60,NA,2,2002-05-08T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,62,NA,1,2002-05-08T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,63,NA,2,2002-05-08T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,64,NA,6,2002-05-08T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,65,NA,2,2002-05-08T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,67,NA,3,2002-05-08T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,68,NA,2,2002-05-08T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,69,NA,2,2002-05-08T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,70,NA,2,2002-05-08T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,71,NA,1,2002-05-08T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,72,NA,2,2002-05-08T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,74,NA,1,2002-05-08T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,75,NA,1,2002-05-08T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,76,NA,1,2002-05-08T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,77,NA,1,2002-05-08T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,78,NA,1,2002-05-08T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,79,NA,1,2002-05-08T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,80,NA,1,2002-05-08T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,82,NA,1,2002-05-08T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,89,NA,1,2002-05-08T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,0,NA,4,2002-05-08T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,0,NA,573,2002-05-09T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,42,NA,1,2002-05-09T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,46,NA,1,2002-05-09T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,53,NA,3,2002-05-09T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,54,NA,2,2002-05-09T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,55,NA,2,2002-05-09T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,57,NA,2,2002-05-09T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,58,NA,2,2002-05-09T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,59,NA,2,2002-05-09T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,60,NA,4,2002-05-09T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,62,NA,4,2002-05-09T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,63,NA,2,2002-05-09T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,64,NA,4,2002-05-09T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,65,NA,4,2002-05-09T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,66,NA,3,2002-05-09T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,67,NA,1,2002-05-09T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,68,NA,1,2002-05-09T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,69,NA,2,2002-05-09T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,70,NA,1,2002-05-09T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,71,NA,2,2002-05-09T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,72,NA,1,2002-05-09T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,73,NA,1,2002-05-09T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,74,NA,1,2002-05-09T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,75,NA,1,2002-05-09T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,76,NA,1,2002-05-09T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,79,NA,1,2002-05-09T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,85,NA,1,2002-05-09T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,0,NA,2,2002-05-09T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,0,NA,744,2002-05-09T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,39,NA,1,2002-05-09T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,49,NA,1,2002-05-09T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,53,NA,1,2002-05-09T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,54,NA,1,2002-05-09T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,56,NA,1,2002-05-09T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,57,NA,1,2002-05-09T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,58,NA,3,2002-05-09T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,59,NA,4,2002-05-09T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,60,NA,4,2002-05-09T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,61,NA,2,2002-05-09T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,62,NA,3,2002-05-09T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,63,NA,4,2002-05-09T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,64,NA,4,2002-05-09T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,65,NA,3,2002-05-09T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,66,NA,2,2002-05-09T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,67,NA,3,2002-05-09T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,68,NA,2,2002-05-09T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,69,NA,1,2002-05-09T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,70,NA,2,2002-05-09T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,71,NA,1,2002-05-09T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,72,NA,1,2002-05-09T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,74,NA,1,2002-05-09T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,77,NA,1,2002-05-09T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,78,NA,2,2002-05-09T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,79,NA,1,2002-05-09T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,0,NA,8,2002-05-09T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,0,NA,552,2002-05-10T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,49,NA,2,2002-05-10T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,52,NA,2,2002-05-10T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,53,NA,3,2002-05-10T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,54,NA,2,2002-05-10T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,55,NA,1,2002-05-10T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,56,NA,2,2002-05-10T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,57,NA,1,2002-05-10T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,58,NA,4,2002-05-10T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,59,NA,3,2002-05-10T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,60,NA,2,2002-05-10T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,61,NA,3,2002-05-10T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,62,NA,2,2002-05-10T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,63,NA,4,2002-05-10T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,64,NA,6,2002-05-10T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,65,NA,2,2002-05-10T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,66,NA,3,2002-05-10T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,67,NA,3,2002-05-10T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,68,NA,1,2002-05-10T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,69,NA,2,2002-05-10T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,72,NA,2,2002-05-10T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,0,NA,2,2002-05-10T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,0,NA,467,2002-05-10T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,50,NA,1,2002-05-10T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,51,NA,1,2002-05-10T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,53,NA,1,2002-05-10T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,54,NA,3,2002-05-10T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,55,NA,3,2002-05-10T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,56,NA,2,2002-05-10T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,57,NA,2,2002-05-10T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,58,NA,1,2002-05-10T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,60,NA,1,2002-05-10T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,61,NA,2,2002-05-10T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,62,NA,3,2002-05-10T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,63,NA,4,2002-05-10T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,64,NA,2,2002-05-10T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,65,NA,4,2002-05-10T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,66,NA,5,2002-05-10T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,68,NA,2,2002-05-10T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,69,NA,3,2002-05-10T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,70,NA,3,2002-05-10T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,71,NA,2,2002-05-10T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,73,NA,1,2002-05-10T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,74,NA,2,2002-05-10T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,75,NA,1,2002-05-10T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,76,NA,1,2002-05-10T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,0,NA,8,2002-05-10T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,0,NA,969,2002-05-11T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,48,NA,1,2002-05-11T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,49,NA,2,2002-05-11T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,52,NA,3,2002-05-11T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,55,NA,3,2002-05-11T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,58,NA,3,2002-05-11T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,60,NA,2,2002-05-11T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,61,NA,8,2002-05-11T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,62,NA,3,2002-05-11T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,63,NA,2,2002-05-11T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,64,NA,5,2002-05-11T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,65,NA,3,2002-05-11T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,66,NA,2,2002-05-11T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,67,NA,2,2002-05-11T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,68,NA,5,2002-05-11T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,69,NA,1,2002-05-11T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,70,NA,1,2002-05-11T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,71,NA,2,2002-05-11T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,72,NA,1,2002-05-11T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,76,NA,1,2002-05-11T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,0,NA,3,2002-05-11T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,0,NA,675,2002-05-11T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,49,NA,1,2002-05-11T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,52,NA,1,2002-05-11T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,56,NA,3,2002-05-11T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,57,NA,5,2002-05-11T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,58,NA,3,2002-05-11T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,59,NA,2,2002-05-11T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,60,NA,1,2002-05-11T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,61,NA,1,2002-05-11T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,62,NA,1,2002-05-11T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,63,NA,2,2002-05-11T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,64,NA,6,2002-05-11T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,65,NA,3,2002-05-11T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,66,NA,2,2002-05-11T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,67,NA,5,2002-05-11T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,68,NA,2,2002-05-11T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,69,NA,3,2002-05-11T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,70,NA,2,2002-05-11T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,71,NA,2,2002-05-11T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,72,NA,2,2002-05-11T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,73,NA,1,2002-05-11T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,74,NA,1,2002-05-11T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,78,NA,1,2002-05-11T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,0,NA,9,2002-05-11T12:00:00Z,NA,parrot-phelan,canal trap box,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,0,NA,333,2002-05-12T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,39,NA,1,2002-05-12T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
NA,NA,NA,chinook salmon,NA,spring,NA,not recorded,48,NA,1,2002-05-12T12:00:00Z,NA,parrot-phelan,pp rst,NA,NA
