visitType,trapFunctioning,fishProcessed,rpmRevolutionsAtStart,rpmRevolutionsAtEnd,counterAtEnd,visitTime,siteName,subSiteName,trapVisitID,includeCatch
continue trapping,not recorded,not recorded,NA,NA,NA,2000-01-30T08:25:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,0.2,0.2,NA,2000-02-01T08:40:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-02-01T08:40:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,0.6,0.6,NA,2000-02-02T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-02-02T08:15:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,0.75,0.75,NA,2000-02-03T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-02-03T08:15:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,0.75,0.75,NA,2000-02-04T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-02-04T08:30:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,0.5,0.5,NA,2000-02-05T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-02-05T08:30:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,1,1,NA,2000-02-06T08:25:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-02-06T08:25:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,0.5,0.5,NA,2000-02-10T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-02-10T08:30:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-02-11T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-02-11T08:15:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-02-19T08:15:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,1.2,1.2,NA,2000-02-19T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,1,1,NA,2000-02-20T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-02-20T08:30:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,2.2,2.2,NA,2000-02-21T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-02-21T08:30:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-02-22T08:30:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-02-22T08:40:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,6,6,NA,2000-02-23T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-02-23T08:30:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,2.5,2.5,NA,2000-02-24T09:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-02-24T09:30:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-02-25T09:45:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2.5,2.5,NA,2000-02-26T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-02-26T08:30:00Z,parrot-phelan,NA,NA,Yes
end trapping,not recorded,not recorded,NA,NA,NA,2000-02-27T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-03-02T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-03-02T08:30:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-03-03T08:45:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-03-03T08:45:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,2,2,NA,2000-03-08T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-03-08T08:30:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-03-09T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-03-09T08:30:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,1.5,1.5,NA,2000-03-16T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-03-16T09:00:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-03-17T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-03-17T08:30:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,1,1,NA,2000-03-18T08:20:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-03-18T08:20:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,1,1,NA,2000-03-19T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-03-19T08:30:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,1.25,1.25,NA,2000-03-20T07:50:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-03-20T07:50:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-03-21T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,0.75,0.75,NA,2000-03-21T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-03-22T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,0.75,0.75,NA,2000-03-22T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-03-23T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,0.25,0.25,NA,2000-03-23T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-03-24T08:15:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,0.5,0.5,NA,2000-03-24T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-03-25T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,0.6,0.6,NA,2000-03-25T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-03-26T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,0.5,0.5,NA,2000-03-26T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-03-27T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,0.25,0.25,NA,2000-03-27T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-03-28T09:10:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,0.3,0.3,NA,2000-03-28T09:10:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-03-29T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,0.2,0.2,NA,2000-03-29T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-03-30T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,0.25,0.25,NA,2000-03-30T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-03-31T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,0.2,0.2,NA,2000-03-31T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-04-01T09:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,0.7,0.7,NA,2000-04-01T09:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-04-02T15:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,0.2,0.2,NA,2000-04-02T15:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-04-03T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,0.2,0.2,NA,2000-04-03T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-04-04T09:15:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-04-04T09:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-04-05T08:45:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,1,1,NA,2000-04-05T08:45:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-04-06T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,0.2,0.2,NA,2000-04-06T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-04-07T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,0.5,0.5,NA,2000-04-07T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-04-08T09:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-04-08T09:45:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-04-09T07:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-04-09T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-04-10T09:15:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-04-10T09:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,0.75,0.75,NA,2000-04-11T09:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-04-12T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,0.75,0.75,NA,2000-04-12T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-04-13T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,0.75,0.75,NA,2000-04-13T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,0.75,0.75,NA,2000-04-14T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-04-14T08:30:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-04-15T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-04-15T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-04-17T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-04-17T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-04-18T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,0.25,0.25,NA,2000-04-18T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,1.7,1.7,NA,2000-04-19T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-04-19T08:15:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,0.25,0.25,NA,2000-04-20T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-04-20T09:00:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,0.25,0.25,NA,2000-04-21T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-04-21T08:30:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,0.8,0.8,NA,2000-04-22T10:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-04-22T10:15:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-05-07T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-05-07T09:40:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-05-08T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-05-08T09:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-05-09T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-05-09T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-05-10T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,4,4,NA,2000-05-10T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-05-11T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,3.75,3.75,NA,2000-05-11T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-05-12T08:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-05-12T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-05-13T09:15:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-05-13T09:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-05-14T05:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-05-14T05:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-05-15T13:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2.5,2.5,NA,2000-05-15T13:20:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-05-16T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-05-16T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-05-17T08:45:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2,2,NA,2000-05-17T08:45:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,2,NA,2000-05-18T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-05-18T09:30:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,NA,2,NA,2000-05-19T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-05-19T09:00:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-05-20T10:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-05-20T10:15:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-05-21T11:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-05-21T11:00:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-05-23T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-05-26T08:30:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-05-26T08:50:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-05-27T07:30:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-05-27T07:45:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,3,NA,2000-05-28T10:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-05-28T10:00:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,NA,2.5,NA,2000-05-29T13:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-05-30T08:10:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-06-01T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-06-01T08:30:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-06-03T14:30:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-06-03T15:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-06-04T09:00:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-06-04T09:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-06-05T07:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-06-05T07:30:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,NA,2,NA,2000-06-06T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-06-06T08:15:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,NA,2,NA,2000-06-07T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-06-07T08:15:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,NA,4,NA,2000-06-08T08:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-06-08T08:15:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-06-09T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-06-09T09:45:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-06-11T12:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-06-11T12:15:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-06-12T10:45:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-06-12T10:45:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-06-14T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-06-14T09:00:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,NA,2,NA,2000-06-15T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-06-15T08:00:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,1.2,1.2,NA,2000-06-16T07:15:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-06-16T07:15:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,1,1,NA,2000-06-17T07:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,1.5,1.5,NA,2000-06-19T09:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-06-19T09:30:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,2,2,NA,2000-06-20T07:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-06-20T07:00:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,1.5,1.5,NA,2000-06-23T07:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2,2,NA,2000-09-15T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-09-17T08:45:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,2,2,NA,2000-09-17T09:20:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-09-18T08:30:00Z,parrot-phelan,canal trap box,NA,Yes
continue trapping,not recorded,not recorded,5.5,5.5,NA,2000-09-18T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,5.5,5.5,NA,2000-09-19T10:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2.5,2.5,NA,2000-10-15T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3,3,NA,2000-10-16T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3.5,NA,NA,2000-10-17T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-10-17T08:00:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,2.5,NA,NA,2000-11-06T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,2.75,NA,NA,2000-11-13T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,3,NA,NA,2000-11-18T07:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-11-18T07:00:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,2.75,NA,NA,2000-11-21T08:00:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-11-21T08:00:00Z,parrot-phelan,NA,NA,Yes
continue trapping,not recorded,not recorded,2,2,NA,2000-11-30T08:30:00Z,parrot-phelan,pp rst,NA,Yes
continue trapping,not recorded,not recorded,NA,NA,NA,2000-11-30T08:30:00Z,parrot-phelan,NA,NA,Yes
